Тут про бизнес;Канал для тех, кто делает, а не мечтает. Малый и средний бизнес, управление, продажи, цифры, рынок — коротко, по делу, каждый день.;https://t.me/tutprobiz
Иван Куриленко (Акулы Wildberries и Ozon);12 лет в товарном бизнесе, 5 лет на маркетплейсах тут твердо;https://t.me/wbsharks
Я другое заказывал;Честно и ёмко про ритейл, маркетплейсы и e-commerce.;https://t.me/russian_ecom
Сытый ритейл;Что происходит в ритейле на самом деле. Новости, цифры, движения внутри отрасли.;https://t.me/SitiyRitail
Чирков Максим;Предприниматель, инвестор, блогер.;https://t.me/maxchirtop
Mikhail Tokovinin;Подписывайтесь на мой YouTube канал https://www.youtube.com/@mtokovinin;https://t.me/mtokovinin
Люди PRO;Лучший канал в Телеграм;https://t.me/People_PRO_main
Оскар Хартманн;Охотник за единорогами.;https://t.me/Oskar_Hartmann
Кухня Маркетплейсов;Все самое важное про маркетплейсы;https://t.me/vsedlyamp
Бизнес-жилка;Показываем как делать бизнес в 2025. Реальные примеры, тренды и полезные лайфаки. Оставайтесь с нами;https://t.me/JilkaB
DELO говорим;Поговорим о деле?;https://t.me/DELO_govorim
Из коммерса в е-коммерса;Лучший канал про E-commerce.;https://t.me/hikollegi
GREAT LIFE UNION │БИЗНЕС;Хочешь изменить свою жизнь и не знаешь с чего начать? Тогда ты по адресу;https://t.me/great_life_union1
I’m CEO, beach;Адекватный начальник стартапа. По всем вопросам обращайтесь к моему заместителю: @ibragimibragimov1;https://t.me/imceobeach
Яндекс для предпринимателей;Помогаем предпринимателям привлекать больше клиентов (и не только) с помощью инструментов Яндекса для бизнеса;https://t.me/yandexbusiness
Мышление Миллионера;Мышление миллионера - это не вдохновение, а бизнес система;https://t.me/millionaire_thinks
Почерк Успеха;Про бизнес, деньги и финансы.;https://t.me/RightSucess
Стартапная | Тренды и бизнес;Обзор стартап-возможностей и бизнес-трендов.;https://t.me/startapnaya
Business 🍏 Storm;Лучшие бизнес знания для интернет предпринимателей - бесплатно!;https://t.me/brainsstorming
Мой бизнес – малый бизнес;Новости для малого бизнеса и самозанятых;https://t.me/moibiz
Лайк про бьюти-бизнес;Хочешь понять, что тормозит твой рост, и получить пошаговый план?;https://t.me/like_new_challenge
В школе этому не учат | Бизнес & Digital;Вы удивитесь, насколько больше можно зарабатывать, если взглянуть на бизнес по-новому.;https://t.me/delaumoney
Real 💎 Cash;Не знаете каким бизнесом заняться? Подписывайтесь и получайте лучшие бизнес знания 2025 года!;https://t.me/DoRealCash
Деньги из бетона — Недвижимость РФ;Инвестиционная недвижимость России;https://t.me/if_estate
Дана Малкина WB;Канал о ведущих маркетплейсах️;https://t.me/malkinawb
Стартап дня. Александр Горный.;Авторский канал о стартапах и интернет-бизнесе.;https://t.me/startupoftheday
О Бизнесе;Канал, который заменит тебе все сайты и ресурсы посвященные бизнесу. Собираем все самое интересное и свежее в одном ресурсе.;https://t.me/business_ru
Хогвартс маркетплейсов;Канал команды маркетплейсеров.;https://t.me/marketplace_hogwarts
Дизраптор;Алексей Подклетнов про компании, инновации и продукты, меняющие мир (пусть даже чуть-чуть).;https://t.me/disruptors_official
PRO Бизнес;Добро пожаловать в канал для бизнеса и о бизнесе!;https://t.me/PRO_biz_channel
Серийный предприниматель | Сергей Гришин;Российский бизнесмен, владелец группы компаний в России и Казахстане. Капитализация превышает 4 млрд+;https://t.me/svgrishinofficial
Твой пет проект;Канал про то, как создать свой маленький свечной заводик;https://t.me/your_pet_project
Владлен Строкань | Основатель Wildbox;№ 5166675571;https://t.me/vladlen_strokan
kyrillic;Заметки сооснователя стартапа Beau (YC S21);https://t.me/kyrillic
Корпорация МСП;Если вы микро-, малый и средний бизнес, вы по адресу!;https://t.me/corpmspof
Нейросети для предпринимателя;Ты на борту канала, где нейросети делают бизнес проще, а жизнь — веселее.;https://t.me/likeisstrong
Максим Спиридонов;Предприниматель, стратег, визионер, отец 5-ых. Создал миллиардные компании в рублях (Нетология и Фоксфорд). Строю единорога в долларах (proptech-платформа Insight Estate на Пхукете) и развиваю бизнес-клуб Reforma.;https://t.me/mspiridonov
Бизнес Инсайт;По рекламе — @InsightBisBot;https://t.me/InsightBis
Рублевка Insider;Кратко, ёмко, без воды — всё, что нужно знать о ключевых событиях в экономике России, изменениях в бизнес-среде и политических решениях.;https://t.me/rubinsider
Предприниматель;Канал для предпринимателей. Если ты не течёшь по течению, а что-то предпринимаешь - канал для тебя.;https://t.me/predprinimatelya
PROБИЗНЕС;Заявление № 5671155665;https://t.me/pro_biznes24
Ушел из Газпрома на Wildberries;Меня зовут Никита!;https://t.me/nashputwildberries
☀️Семья на Маркетплейсах;Сергей и Виктория;https://t.me/sellermp
Логистика 2.0;Инсайды рынка.;https://t.me/logistica_2_0
Овчинников | ВБ по полочкам;Канал для действующих селлеров на WB: как построить систему в бизнесе, благодаря который будете расти;https://t.me/wbpopolochcam
Бизнес — и Точка;Уютный медиапортал в бизнес и точка.;https://t.me/btochka
Справочная;Медиа банка @tochka о бизнесе и людях, которые им занимаются;https://t.me/spravochnaya
КАБИНЕТ;Как принимать эффективные решения и развивать свой бизнес. Инсайты и полезные материалы.;https://t.me/kabinetnews
X10 Движение;Официальный канал Х10 Движения. Объединяем предпринимателей по всему миру;https://t.me/X10_Movement
Курятник 🪺 Продвижение на маркетплейсах.;Предприниматель, селлер, амбассадор белого бизнеса. Шью на контрактных производствах, строю бренд.;https://t.me/kudahiko
Упал, поднялся — интервью про бизнес;Авторский канал Славы Рюмина.;https://t.me/ruminblog
Околоритейл;Будни российского ритейла.;https://t.me/okoloretail
Точка банк;Бизнесу быть!;https://t.me/tochka
Бизнес идеи 2025;Начни бизнес на дому или в гараже с минимальными вложениями.;https://t.me/topbizidei
Игорь Рызов | Переговоры и продажи;Научу как с помощью переговоров повысить качество жизни!;https://t.me/ryzov_igor
Владимир Якуба;Познавательный канал о продажах, бизнесе, жизни. 14 книг,  146 городов, 23 страны;https://t.me/vyakuba
Проф Бизнес | Телеграм;Актуальные новости и ключевые события в мире бизнеса. Оперативно, точно, изящно.;https://t.me/profbuss
Андрей Коток | Тут про маркетплейсы;В этом канале селлеры открыто делятся своим опытом торговли на маркетплейсах.;https://t.me/trandford
Бизнес Час;Бизнес Час — путеводитель в мире предпринимательства! Узнавайте секреты успеха, вдохновляйтесь кейсами;https://t.me/BiznesHour
Трус Юлия про бизнес;Собственник 3-х бизнесов:;https://t.me/trusprobusiness
Бизнес Идеи!;Не беспокойся о неудаче. Ты должен лишь один раз оказаться прав.;https://t.me/biznez_ideas
Skolkovo School of Management;Официальный канал Школы управления Сколково. Статьи, исследования, кейсы для руководителей и владельцев бизнеса.;https://t.me/skolkovo_channel
Союз Предпринимателей — бизнес в России;Объединяемся с общей целью – зарабатывать.;https://t.me/soyuztg
Бизнес — Просто;Начать Бизнес вместе с нашим каналом – Просто;https://t.me/b_prost
Ваня Замесин;Делаю умное лицо;https://t.me/zamesin
Халява & Схемы;Схемы заработка на любой вкус и любой сложности! Если статьи не открываются, используйте VPN или попробуйте открыть с другого устройства.;https://t.me/halyava_and_shemy
⚡️Банковщина • Бизнес, Финансы, Тренды;Рассказываю быстро, четко и по делу про ключевые события мира бизнеса и финансов;https://t.me/bankovshina
Fинград;Изучаем ситуацию на рынке недвижимости, финансовом рынке и доводим до вас.;https://t.me/flngrad
Из Нуля в Единицы • Бизнес и Финансы;Правильный информационный канал о бизнесе и финансах.;https://t.me/nul1biz
Наука Побеждать Эда Халилова;Здесь формируется сообщество, которое знает, как обезопасить себя и свою семью;https://t.me/naukapobezhdat
Карманный капиталист;Я -  Сергей Пархоменко, автор одноимённой книги. Здесь веду свой канал, где делюсь своими секретами и мыслями.;https://t.me/karmanni_capitalistum
Первый в Бизнесе;Главный Бизнес канал.;https://t.me/PerviyBiz
Бизнес Контора;В нашей Конторе ты найдешь советы для успешного бизнеса. Заходи, обустраивайся;https://t.me/bikontora
Ритейл вещает;Ритейл говорит — мы записываем. Новости, инсайды, цифры и практика торговли в 2025.;https://t.me/RitailGovorit
Грандиоз финансов;Мы откроем вам двери к финансовому успеху. Инсайты, стратегии и инвестиции для вашего благосостояния.;https://t.me/grandioz_finansov
Туров | Канал о бизнесе и росте;№ 5636740040;https://t.me/turov
Бизнес Тренды;Мировые самые главные новости!;https://t.me/TrendsBiz
Ритейл на связи;Пишем про рынок, тренды, игроков и то, что двигает индустрию. Всё, что нужно и по делу.;https://t.me/RetailTg
FounderWoman;Канал Ольги Паскиной для тех, кто готов не только горы сворачивать, но и йога-коврик разворачивать.;https://t.me/FounderWoman
Moneyпулятор;Ркн https://clck.ru/3G5ttD;https://t.me/moneypuliator
Транжира;Помогаю превращаясь накопленные вами пассивы в активы. Делюсь как активы сохранять и приумножать.;https://t.me/tranzhirastyle
Михаил Дашкиев;Предприниматель. Методолог. Исследователь. Муж и отец;https://t.me/mikhaildashkiev
Консорциум. Финансы.;Официальный канал Консорциума. Только актуальная и проверенная информация из мира финансов и бизнеса.;https://t.me/consortiumjournal
Белоносова Кристина Китай;Написать мне лично @Belonosova_Kristina;https://t.me/bazakitaibelonosova
Главный по заработку в онлайне;Бунтарь, революционер, выпускник Оксфорда.;https://t.me/prokurakin
мойбизнес;мой бизнес — мои правила. наведём порядок в вашем бизнесе.;https://t.me/bizmoy
💰MarketGuru | Секреты Wildberries;MarketGuru.io — сервис аналитики для увеличения продаж на Wildberries. Анализируем конкурентов, подбираем трендовые товары и автоматизируем рекламу;https://t.me/marketguruclub
Саша Турлаков | Основной канал;По всем вопросам пишите на официальный рабочий аккаунт: @TurlakovTelegram;https://t.me/Turla_tg
Яндекс Маркет для продавцов;Канал Маркета с новостями для продавцов и производителей;https://t.me/market_marketplace
Александр Высоцкий;Основатель акселератора Business Booster;https://t.me/alexander_visotsky
Убежище | Капитал Америка;"""Капитал Америка"" знает как заработать.";https://t.me/kapital_amerika
Заметки Никитина;По всем вопросам пишите мне сюда: @alexnikitin11;https://t.me/alexni19
Pegas Touristik;Группа для информационной рассылки новостей и акций.;https://t.me/pegas_touristik_msk
Миллиардер скинул видео;Миллиардеры в твоей записной книжке.;https://t.me/Milliarder_skinul_video
Эффект Косенко;Платный канал: @kosenko_money_bot;https://t.me/kosenkoeffect
телеграм на бизнесовом;Главный канал про бизнес в России на понятном.;https://t.me/tgb_ru
The Edinorog 🦄;Тот самый канал про стартапы;https://t.me/Theedinorogblog
Business Motivation;Когда про бизнес интересно читать.;https://t.me/Motiv_Nation
Poizon Arena;Подпишись ‍️;https://t.me/poizonarena
Отменили CTR | Система на Маркетплейсах;Алексей Оводов & Вадим Подскребаев;https://t.me/ekspertmp
Деловой Канал — бизнес и не только;Пишем интересные тексты о бизнесе. Вам понравится.;https://t.me/delovy_ru
Егор Пыриков;Канал о системных запусках на любых охватах. Вхожу в ТОП-1% онлайн-школ по выручке;https://t.me/egorpyrikov
МБА простым языком;Автор канала: Никита Герасимов;https://t.me/asdlaslkdasl21312
Бизнес с Китаем | Дмитрий Хван;На связи Дима Хван — основатель компании по доставке из Китая);https://t.me/demesickk
Агрономика;Сельское хозяйство как бизнес: от поля до прилавка. Всё о развитии АПК, регулировании и технологиях.;https://t.me/agro_nomika
Сад финансовой независимости;Это не кризис, это распределение капитала из одних рук в другие.;https://t.me/Sad_finansovoi_nezavisimosti
Бизнес 24/7;Вещаем о бизнесе 24/7;https://t.me/bizru24
Магия Фибоначчи;Здесь вы найдете полезные советы о том, как зарабатывать и инвестировать свои деньги;https://t.me/fibomagic50
Бизнес Х;Уникальный бизнес канал в Telegram.;https://t.me/Bisnes_X
VALERI_TET 🐦‍🔥 Волшебница в заказах из Китая 🇨🇳 🧙;Валерия Тетенькина , построила бренд детской одежды на WB, который за 2024 год принес  285;https://t.me/valeri_tetenkina
Доминирование финансов;Рыночная философия. Блог о фондовых биржах и экономике. Наблюдаем, подмечаем, делимся опытом;https://t.me/dominirovanie_finansov
Бизнес Эфир;Здесь вы найдете ценные инсайты, свежие новости и тренды, которые помогут вашему бизнесу двигаться вперед.;https://t.me/Live_Biznes
Начальник пишет — руководство для бизнеса;В канале о бизнесе и ритейле.;https://t.me/pishet_n
Zarkov Live;Boris Zarkov channel;https://t.me/BorisZarkovTM
Косьяненко пишет…✍️;Бизнес-обозреватель, эксперт в международной логистике, писатель, семьянин Денис Косьяненко;https://t.me/kosyanenko_pishet
Сыны Бакальчук;Молодые, злые селлеры Ваня и Леша;https://t.me/sonbokalchuk
Рубляномика — канал о бизнесе в России;В этом канале мы рассказываем о сфере бизнеса России;https://t.me/rublyanomics
Поговорим О — бизнес и не только;Поговорим о чем? О всем, что поможет вашему бизнесу;https://t.me/opogovorim
бизнес Daily;Тот самый канал, где выходят Daily посты о бизнесе и ритейле;https://t.me/bi_daily
Рублевый Бизнес;По рекламе — @Rublev1yBot;https://t.me/Rublev1y
Теория Большого Дохода;Даём вам инвестиционные идеи, делимся мыслями о перспективах финансового рынка, а также доносим до вас финансовые навыки простым языком.;https://t.me/teoria_bolshogo_dohoda
Инвестор Дмитрий Тимбаев;Донесём простым языком обо всем из мира финансов. Подробно разберём трейдинг и инвестициции.;https://t.me/earlybirdinvest
Екатерина Гринс;️Бизнес по-женски;https://t.me/Kanfesta
Предпринимай!;Медиа про бизнес от Департамента предпринимательства и инновационного развития Москвы;https://t.me/subsidii_msk
Код успеха | Бизнес и Финансы;РКН: https://rkn.link/k91;https://t.me/successful_code
Совет директоров| РКН N 5160040557;Авторский канал Мироненко Сергея,  про менеджмент и власть.  Для тех кто в операционке и любит управлять.;https://t.me/sovet_directors
Олег Шевелев;Отделы продаж, AI, сообщество предпринимателей РЕКОРДЫ, кандидат наук, автор книги «Рекорды продаж»;https://t.me/olegcloser
Wolf Fx VIP;Premium Channel;https://t.me/wolffxvip
AGR media;Авторское медиа инвестора в IT, эксперта Антона Аграновского - о деньгах и о технологиях.;https://t.me/agrmedia
Просто о сложном — бизнес дэйли;Здесь про бизнес и ритейл. Всё просто.;https://t.me/posbsn
Хедлайнер. Бизнес Журнал;Крупный бизнесмен всегда должен следить за трендами!;https://t.me/HeadlinerJournal
SimpleWine Винотеки;Территория винных открытий. Сеть винотек Москвы, Санкт-Петербурга, Ростова-на-Дону, Новосибирска, Екатеринбурга, Сочи, Тюмени, Самары и Красноярска.;https://t.me/simplewineru
Вселенский Заговор;Вселенский заговор — это канал о тайнах богатства и энергии денег. Узнайте, как космические законы влияют на финансовый успех.;https://t.me/vselenskizagovor
Б — значит бизнес;Канал про то, как создавать классный бизнес в России;https://t.me/bznachit
BÜRO | БИЗНЕС;Канал проекта BÜRO.;https://t.me/burochannel
Лайк про бизнес;Официальный канал компании «Лайк».;https://t.me/likecentre_live
Polaris;Polaris — заботимся о доме с умом.;https://t.me/polaris_iq_home
Финансовый успех | Алексей Ашихмин;Анализ российской и мировой макростатистики и корпоративных отчётностей. Ключевые новости с финансовых рынков.;https://t.me/ashihminuspeh
Гуринович делится!;Я - Эдуард Гуринович, серийный предприниматель, Forbes 30 under 30.;https://t.me/gurinovich_shares
Артур Гуфранов;Самый дисциплинированный миллионер;https://t.me/artur_gufranov
Виктор Малышев (Aviclub.ru Авитолог);Как получить другой результат в бизнесе и жизни ?;https://t.me/first025
Алина говорит;Это канал для малых предпринимателей и тех, кто хочет ими стать.;https://t.me/alina_telling
Белый Лебедь • Про Бизнес и Финансы;Стильный Telegram-канал про новости бизнеса и всё, что связано с деньгами.;https://t.me/SwamCapital
Денежный Поток;Инвестиции, Бизнес, Финансы.;https://t.me/finspotok
Авито истории;Новости, аналитика и инсайды о жизни и развитии лидера онлайн-классифайдов;https://t.me/avitorussla
заеБизнес — канал о бизнесе в России;заеНадоела скучная информация о бизнесе? Это не к нам.;https://t.me/zaebizn
Точка Бизнеса;Всё, что нужно знать о деньгах, тенденциях и возможностях.;https://t.me/tochkabz
По ходу разберёмся;Журнал для предпринимателей, которые хотят быть счастливыми и богатыми, а грустными и бедными — не хотят https://pohodu.media;https://t.me/pohodu_media
JOYCITY 🇨🇳 | Закупки и логистика из Китая;№4984319190;https://t.me/joycitychina
БИЗНЕС ИДЕИ;Канал с бизнес-идеями, бизнес-планами, книгами бизнес тематики и другой полезной информацией.;https://t.me/idei_biznes
БизнесХаб — делимся опытом в бизнесе;Наш хаб поможет развитию вашего бизнеса;https://t.me/bsn_hub
Fashion Factory School;Канал школы Fashion Factory;https://t.me/hacking_fashion
Вкратце, бизнес — кратко о главном;Без лишних слов, кратко и понятно, про бизнес;https://t.me/short_bi
Короче, бизнес;Короче, сюда вопросы- @krchbiz_bot;https://t.me/krchbiz
Кутергин в огне 🔥;Cооснователь YouDo и бизнес-сообщества osnovateli.org. Веду подкаст «Основатели», запускаю и инвестирую в бизнесы.;https://t.me/kutergin_on_fire
Атланты. Для предпринимателей;Атланты — бизнес-клуб для предпринимателей и топ-менеджеров, где растёт не только бизнес, но и трансформируется личность. Здесь находят ответы на любые запросы, друзей и себя настоящего. Подробнее о ценностях, резидентах, кейсах ️  https://clck.ru/3LSnfr;https://t.me/bc_atlanty
Бизнес-секреты: маркетплейсы;️ Канал ‎Бизнес-секретов‎ для тех, кто ведет бизнес на маркетплейсах.;https://t.me/bs_marketplace
Бизнес идеи+;Канал посвящён бизнес идеям и способам заработка;https://t.me/photo_magi
Как делать бизнес?;По рекламе — @BiznesCase_Bot;https://t.me/BiznesCase
Витрина стартапов;Если вы планируете создать бизнес с нуля, то вам нужно учесть множество деталей и аспектов. Мы с радостью поможем вам с этим!;https://t.me/showstartup
Barter Me / Бартерные блогеры для рекламы товаров / Wildberries / Ozon / Бартер / Блогеры;Пригласить друга:;https://t.me/bm_barter
Анна Корнева Бизнес/Просто о сложном;Новости о бизнесе и инвестициях, криптовалюта, идеи и решения, мотивация и вдохновение.;https://t.me/Pro100Korneva
Вправо Вверх 📈 Михаил Табунов;Тут про создание IT продуктов, продуктивность и UGC контент;https://t.me/bossofyourboss
Диалоги о недвижимости;"Диалоги о недвижимости
                
                                    
            
            
                                
                                            29 550 подписчиков                                    
            
        
        
            
                
                                    
                

                    
                                                                            
                        
                            4 дня";https://t.me/dialogi_o_nedvigimosti
КапиталЪ;"КапиталЪ
                
                                    
            
            
                                
                                            29 511 подписчиков                                    
            
        
        
            
                
                                    
                

                    
                                                                            
                        
                            2 дня";https://t.me/Capita_L
ИСАÉВИЧ;Генеральный директор Корпорации МСП(а не монстров);https://t.me/isaevich_alexander
БОГАТЫЙ ПАПА |БИЗНЕС МОТИВАЦИЯ;Здесь вы найдете:;https://t.me/rich1_dad1
Саидмурод Давлатов;Все вопросы: @saidmurod_davlatov_bot;https://t.me/saidmurod_davlatov_official
Оракул Маркетплейсов;Привет. Здесь рассказываю про маркетплейсы и онлайн бизнес.;https://t.me/SEO_for_WB
Экономикс;Все в этом мире является частью экономики.;https://t.me/economiks1
Профит не спит — бизнес-журнал;Чтоб профит не спал и деньги были;https://t.me/pns_ru
Басов про стартапы;Про технологии, тренды, бизнес и медиа.;https://t.me/zeroton
Успешный успех;«Успешный успех» говорим о балансе между карьерой и жизнью. Нет, сами пока не нашли, но надежды не теряем.;https://t.me/channel_U_U
Pavel Nedostoev / дилер впечатлений;PANTERRA / EVENT MBA / DEPÁRTAMENT;https://t.me/pavelnedostoev
БИЗНЕС МЕНТОР;Купить рекламу  https://t.me/traf_mediaBot/App?startapp=project_tg_83;https://t.me/bzns_mentor
Маркетинговая Атака by Emilianov;Обучение по финансам, инвестициям и личному успеху. Изучай, применяй, достигай!;https://t.me/mkt_ataka
Бизнес алхимик;"Добро пожаловать в канал ""Бизнес алхимик: идеи, превращающиеся в золото""!";https://t.me/Allximika
Да будет бронь!;Официальный канал Авито для тех, кто работает в сфере краткосрочной аренды:;https://t.me/Avito_budet_bron
Психология денег;Вечные уроки богатства, жадности и счастья!;https://t.me/Psikhologiyadeneg
В Питере — Бизнес;Официальный канал Фонда развития субъектов МСП в Санкт-Петербурге (Центр «Мой Бизнес»): https://fond-msp.ru;https://t.me/fond78_msp
Бизнесово — о важном🧑‍💻;Управление, стратегия, аналитика, рост.;https://t.me/xBiznesovo
рашэн бизнес комьюнити;"Место, где можно встретить того самого ""партнера""";https://t.me/bsncom
Бизнес Москва: мероприятия, конференции;Главные Бизнес мероприятия Москвы.;https://t.me/moscowbiznes
Бизнесач — канал про ваш бизнес;Креативное медиа о мире Российского бизнеса;https://t.me/bizsach
RB.RU | Русбейс;Про бизнес, предпринимателей, стартапы и технологии (https://rb.ru);https://t.me/rb_ru
Фомичева за рубежом;Канал о международной торговле в белую.;https://t.me/annafomicheva_ved
Kumar & Solo;Роман Кумар Виас @KumiKingKong и Саша Соловьев @alexander_solovyev;https://t.me/solokumi
Fedor. insights;Insights, thoughts and ideas from Fyodor Ovchinnikov;https://t.me/fedorinsights
Potapenko;Dmitry Potapenko. Strategy. Analyst. Disciples of PO.;https://t.me/PotapenkoDmitry
ЧИПСОВАЯ;Основа —> https://t.me/skillz0r1337;https://t.me/chipsovaya1337
Бизнес говорит 📣;ДЕЛОВОЙ ПОРТАЛ для предпринимателей.;https://t.me/gobizness
ТРЕНДОВЫЕ ТОВАРЫ;Логистика из Китая : @cargosng;https://t.me/trend_sng
